facility_id,facility_name,description,latitude,longitude,kml_category,geometry,index_right,ward_lgd_code,ward_lgd_name,sourcewardname,sourcewardcode
90,Prahladsinh Patel Vyayam Shala,"Opposite Rami Ni Chali,Rakhiyal,Ahmedabad<br>New Name-Rakhiyal Vyayam Shala",23.035111,72.613166,Municipal Gym,POINT (72.613166 23.035111),9,1302527.0,"Sarsapur Rakhiyal, Ahmedabad (M.Corp.) Ward No. 27",Saraspur-Rakhiyal,27
91,Pushpkunj Table Tennis,"Swimming Pool,Kankariya,Ahmedabad",23.00341,72.599756,Municipal Gym,POINT (72.599756 23.00341),33,1302537.0,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",Mani Nagar,37
92,Raipur Sports Sankul,"Opposite Kagdapith Police Station Raipur,Ahmedabad",23.018832,72.598224,Municipal Gym,POINT (72.598224 23.018832),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
93,Vir Savarkar Muni.Swimmingpool,"Vasna,Opp. Godawari Flats, B/h. Anjali Cinema, Vasna",23.004688,72.549721,Swimming Pools,POINT (72.549721 23.004688),20,1302531.0,"Vasana, Ahmedabad (M.Corp.) Ward No. 31",Vasna,31
94,Sardarpatel Stadium.Mui.Swimmingpool,"Nr. Stadium Circle, Navrangpura",23.040239000000003,72.564089,Swimming Pools,POINT (72.564089 23.040239000000003),25,1302510.0,"Sardar Patel Stadium, Ahmedabad (M.Corp.) Ward No. 10",S. P. Stadium,10
95,Shri Hirabhai Smarak Swimming Pool,"Kankariya,Opp. BRTS Bus Stop, Nr. Kankariya Lake, Kankariya, Maninagar",23.003289,72.599722,Swimming Pools,POINT (72.599722 23.003289),33,1302537.0,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",Mani Nagar,37
96,Padhmashri Jashubhai Patel Swimming Pool,"Nava Vadaj,Nr. Bhimjipura Bus Stop, Nava Vada",23.062967,72.567784,Swimming Pools,POINT (72.567784 23.062967),25,1302510.0,"Sardar Patel Stadium, Ahmedabad (M.Corp.) Ward No. 10",S. P. Stadium,10
97,Krantivir Vitthalbhai Patel Swimming Pool,"Odhav,B/h. Ambika Nagar Fire Station, Nr. Water Tank, Odhav",23.029656,72.653553,Swimming Pools,POINT (72.653553 23.029656),36,1302540.0,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",Odhav,40
98,Cricketer Shri Vinu Mankad Swimmingpool,"Ranip,Nr. Ambica Garden, B/S. Nishan School, Nirnaynagar Dhal",23.080086,72.563039,Swimming Pools,POINT (72.563039 23.080086),24,1302506.0,"Nava Vadaj, Ahmedabad (M.Corp.) Ward No. 6",New Wadaj,6
99,Hajipura Muni.Swimmingpool,"Hajipura,B/s. Lakhaji Kuvarji Chock Hall, B/h. Hajipura Garden, Madhupura",23.042245,72.591259,Swimming Pools,POINT (72.591259 23.042245),28,1302516.0,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",Shahibag,16
100,Shree Kantilal PhoolChand Dhiya Muni.Swimmingpool,"Sabarmati,Nr. Vima Yojna Dispensary, Nr. BSNL Office, Sabarmati",23.080616,72.592895,Swimming Pools,POINT (72.592895 23.080616),27,1302504.0,"Sabarmati, Ahmedabad (M.Corp.) Ward No. 4",Sabarmati,4
101,Shri Lalbhai Chababhai Patel Swimming Pool,"Khokhra,Opp. Vima Yojna Dispensary, B/s. Gajanand Flats, Khokhra",22.998788,72.616021,Swimming Pools,POINT (72.616021 22.998788),40,1302544.0,"Khokhra, Ahmedabad (M.Corp.) Ward No. 44",Khokhra,44
102,Asarva Swimming Pool,"Asarva,B/s. Khandubhai Desai Hall, Asarva",23.044968,72.602465,Swimming Pools,POINT (72.602465 23.044968),29,1302515.0,"Asarva, Ahmedabad (M.Corp.) Ward No. 15",Asarwa,15
103,Shree Somnath Prabhashankar Dave Swimmingpool,"Saraspur,Potalia Cross Road, Saraspur",23.032808,72.613759,Swimming Pools,POINT (72.613759 23.032808),9,1302527.0,"Sarsapur Rakhiyal, Ahmedabad (M.Corp.) Ward No. 27",Saraspur-Rakhiyal,27
104,Shri Ramanbhai Lallubhai Swimming Pool,"Lal Darwaja,Nr. AMTS Bus Stop, Lal Darwaja",23.024223,72.577532,Swimming Pools,POINT (72.577532 23.024223),30,1302521.0,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",Dariyapur,21
105,Swami Vivekanand Swimming Pool,"CTM,Opp. CTM Mill, Nr. CTM Cross Road, CTM",22.991581,72.633317,Swimming Pools,POINT (72.633317 22.991581),38,1302542.0,"Indrapuri, Ahmedabad (M.Corp.) Ward No. 42",Indrapuri,42
106,Shri Vasant Gajendra Gadkar Swimming Pool,"Sarangpur,B/h. Sarangpur Bus Stop, Sarangpur",23.021156,72.598587,Swimming Pools,POINT (72.598587 23.021156),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
107,Chandrakant Baxi Library,,23.06356,72.566632,library,POINT (72.566632 23.06356),24,1302506.0,"Nava Vadaj, Ahmedabad (M.Corp.) Ward No. 6",New Wadaj,6
108,"Kavi ramanlal vasantlal Desai,Nikol",,23.02553,72.643914,library,POINT (72.643914 23.02553),39,1302525.0,"Viratnagar, Ahmedabad (M.Corp.) Ward No. 25",Virat Nagar,25
109,"V.N.Shah Library,Rakhiyal",,23.021774,72.623712,library,POINT (72.623712 23.021774),9,1302527.0,"Sarsapur Rakhiyal, Ahmedabad (M.Corp.) Ward No. 27",Saraspur-Rakhiyal,27
110,"B.N.Library,Raipur",,23.021184,72.594867,library,POINT (72.594867 23.021184),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
111,Dr.Shyama Prashad Mukharji,Dr.Shyama Prashad Mukharji Over Bridge Under 132 Foot RingRoad Vejalpur,23.011051,72.531455,library,POINT (72.531455 23.011051),18,1302520.0,"Jodhpur, Ahmedabad (M.Corp.) Ward No. 20",Jodhpur,20
112,GorvardhanrAM Tripathi Muni Library,Opp- Fire Briged RAMbaugh Maninagar,22.998323,72.602814,library,POINT (72.602814 22.998323),33,1302537.0,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",Mani Nagar,37
113,Jayotindra Dave Muni Library,Opp-lalakaka Holl Shahpur Ahmedabad,23.043314,72.580155,library,POINT (72.580155 23.043314),41,1302517.0,"Shapur, Ahmedabad (M.Corp.) Ward No. 17",Shahpur,17
114,Patel.K.K.Muni Library,Naroda GAM Na Nake Ahmedabad,23.074475,72.656816,library,POINT (72.656816 23.074475),0,1302512.0,"Naroda, Ahmedabad (M.Corp.) Ward No. 12",Naroda,12
115,Swa.Lalbhai Kundivala Muni.Library,Opp- Anjuman High School Chipavad JAMalpur Ahmedabad,23.018496,72.586658,library,POINT (72.586658 23.018496),42,1302529.0,"Jamalpur, Ahmedabad (M.Corp.) Ward No. 29",Jamalpur,29
116,Chimanlal PurshottAMdas Gajjar Muni Library,Jivankadashi ni Pole Shahpur Ahmedabad,23.039086,72.581442,library,POINT (72.581442 23.039086),30,1302521.0,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",Dariyapur,21
117,Dr. Babasaheb Ambedkar Muni.Library,Kundavadi achali GomtipurDarwaja Bahar Ahmedabad,23.012629,72.611697,library,POINT (72.611697 23.012629),35,1302539.0,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",Amraiwadi,39
118,Kavi Narmad Muni.Library,Hajipura Garden Madhupura Bardolpura Ahmedabad,23.04215,72.590986,library,POINT (72.590986 23.04215),28,1302516.0,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",Shahibag,16
119,Trithkar Udhyan Muni.Library,Trithkar Udhyan Opp-Rajashthan Hospital Ahmedabad,23.054098,72.59860400000001,library,POINT (72.59860400000001 23.054098),28,1302516.0,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",Shahibag,16
120,Jethabhai Garden Muni.Library,Civil Hospital Ahmedabad,23.049959,72.600938,library,POINT (72.600938 23.049959),28,1302516.0,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",Shahibag,16
121,Ishawarlal Kachrabhai Parmar Muni.Library,Opp-Shreeji vidhyalaya Bapunagar Ahmedabad,23.036847,72.625689,library,POINT (72.625689 23.036847),3,1302526.0,"Bapurnagar, Ahmedabad (M.Corp.) Ward No. 26",Bapu Nagar,26
122,Sakriben Chturbhai SINI.City.Muni.Library,Shahibaugh Dafnala Ahmedabad,23.057423,72.59872900000002,library,POINT (72.59872900000002 23.057423),28,1302516.0,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",Shahibag,16
123,Kavi RAManlal Vashantbhai Desai Muni.Library,Opp-Krishnapark Tubevel Fa.Plot no28 Nikol Ahmedabad,22.975735,72.62043400000002,library,POINT (72.62043400000002 22.975735),32,1302547.0,"Vatava, Ahmedabad (M.Corp.) Ward No. 47",Vatva,47
124,Chnadrkant Bakshi Muni.Library,Bh-Devpath Flat Arban Health Centre Nava Vadaj Ahmedabad,23.025995,72.635376,library,POINT (72.635376 23.025995),3,1302526.0,"Bapurnagar, Ahmedabad (M.Corp.) Ward No. 26",Bapu Nagar,26
125,Kaniyalal NathurAM Bhil Muni.Library,Opp-Gurulrupa Pumping Station Kubernagar Ahmedabad,23.003244,72.57718,library,POINT (72.57718 23.003244),31,1302535.0,"Baherampura, Ahmedabad (M.Corp.) Ward No. 35",Baherampura,35
126,Umashankar Joshi Muni.Library,Opp- Circuit House Gayatri Temple Ahmedabad,23.023599,72.660854,library,POINT (72.660854 23.023599),36,1302540.0,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",Odhav,40
127,Kaniyalal Maneklal Munshi Muni.Library,Swastik Char Rasta Muni.JimenshiyAM Opp- Bhilvadaroad Bhaipura Ahmedabad,23.036051,72.561231,library,POINT (72.561231 23.036051),22,1302518.0,"Navrangpura, Ahmedabad (M.Corp.) Ward No. 18",Navrangpura,18
128,K.K.Shastri Muni.Library,Dhrnidhar Derasar Char Rasta Paldi Ahmedabad,23.009309,72.548642,library,POINT (72.548642 23.009309),21,1302530.0,"Paldi, Ahmedabad (M.Corp.) Ward No. 30",Paldi,30
129,Narsinhrav divetiya Muni.Library,Opp-P.M.Ghyanmandir Mathur Master Char Rasta Amraivadi Ahmedabad,23.00949,72.62599,library,POINT (72.62599 23.00949),35,1302539.0,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",Amraiwadi,39
130,Kavi Suresh HariPrashad Joshi Muni.Library,Old-Maleriya Office Opp- Muni.School Khokhra Ahmedabad,23.001735,72.619468,library,POINT (72.619468 23.001735),40,1302544.0,"Khokhra, Ahmedabad (M.Corp.) Ward No. 44",Khokhra,44
131,Kaka Kalekar Muni.Library.,C.T.M.Char Rasta Ahmedabad.,22.9916,72.633214,library,POINT (72.633214 22.9916),38,1302542.0,"Indrapuri, Ahmedabad (M.Corp.) Ward No. 42",Indrapuri,42
132,Manishankar Ratanji Bhatt Muni Library,Opp-Bajkhedavala Society Khokhra Ahmedabad,22.992423,72.616269,library,POINT (72.616269 22.992423),40,1302544.0,"Khokhra, Ahmedabad (M.Corp.) Ward No. 44",Khokhra,44
133,Pannalal Patel Muni Library,Opp-Gomtipur Darwaja Ahmedabad,23.018207,72.614034,library,POINT (72.614034 23.018207),45,1302538.0,"Gomtipur, Ahmedabad (M.Corp.) Ward No. 38",Gomtipur,38
134,Dadabhai Navroji Muni Library,Opp-pankornaka Ahmedabad,23.023427,72.586131,library,POINT (72.586131 23.023427),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
135,Bhikhubhai Chavda Muni Library,Opp-liladharbhai Holl BehrAMbhai Ahmedabad,23.009209,72.586412,library,POINT (72.586412 23.009209),44,1302536.0,"Danilimda, Ahmedabad (M.Corp.) Ward No. 36",Danilimda,36
136,Koutilya Muni Library,Asarwa Chkla Asarwa Ahmedabad,23.043750000000003,72.605379,library,POINT (72.605379 23.043750000000003),29,1302515.0,"Asarva, Ahmedabad (M.Corp.) Ward No. 15",Asarwa,15
137,Mahatmagandhi Muni Library,RAMnagar Chok Sabarmati Ahmedabad,23.083412000000003,72.589849,library,POINT (72.589849 23.083412000000003),27,1302504.0,"Sabarmati, Ahmedabad (M.Corp.) Ward No. 4",Sabarmati,4
138,Surendrabhai Patel (Daskaka) Muni Library,Astodiya Chakla Dhalni Pole,23.018021,72.59029,library,POINT (72.59029 23.018021),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
139,ShekhadAM Abuvala Muni Library,Opp-JAMalpur Pagthiya Tangarvad Ahmedabad,23.013067,72.582112,library,POINT (72.582112 23.013067),42,1302529.0,"Jamalpur, Ahmedabad (M.Corp.) Ward No. 29",Jamalpur,29
140,Shree RAManlal Nilkhanth Muni Library,Opp-Joshef School Rajpur Mansurini chali Ahmedabad,23.014005,72.607894,library,POINT (72.607894 23.014005),40,1302544.0,"Khokhra, Ahmedabad (M.Corp.) Ward No. 44",Khokhra,44
141,RA.B.GI.U.Muni.Library,Kalupur Muni.Gujarati SchoolnO-22 Khodi AAMbali Ahmedabad,23.02854,72.596316,library,POINT (72.596316 23.02854),43,1302528.0,"Khadiya, Ahmedabad (M.Corp.) Ward No. 28",Khadia,28
142,Suny Palanpuri Muni Library,Sodaghar Ni Pole Opp-JAMalpur Darwaja Ahmedabad,23.013216,72.581516,library,POINT (72.581516 23.013216),42,1302529.0,"Jamalpur, Ahmedabad (M.Corp.) Ward No. 29",Jamalpur,29
143,Nanhalal Kavi Muni.Library,Opp-Parshi Agiyari Katodiya Ahmedabad,23.08003,72.589021,library,POINT (72.589021 23.08003),27,1302504.0,"Sabarmati, Ahmedabad (M.Corp.) Ward No. 4",Sabarmati,4
144,Radhakishan Sharma Muni.Library,Opp- Police Choki Ambavadi Sardarnagar Ahmedabad,23.081546,72.631235,library,POINT (72.631235 23.081546),5,1302511.0,"Sardarnagar, Ahmedabad (M.Corp.) Ward No. 11",Sardar Nagar,11
145,Pandit Dindayal Upadhyay Muni.Library,Thakorvas Ghatlodiya AhAMedabad,23.067791,72.540531,library,POINT (72.540531 23.067791),13,1302507.0,"Ghatlodiya, Ahmedabad (M.Corp.) Ward No. 7",Ghatlodia,7
146,Sheth Maneklal Jethalal Sanchalit Library,Elish Bridge-Ahmedabad,23.023358,72.570694,library,POINT (72.570694 23.023358),22,1302518.0,"Navrangpura, Ahmedabad (M.Corp.) Ward No. 18",Navrangpura,18
147,Sheth Maneklal Jethalal Sanchalit Library,Opp-Block No- 83 Gujarat hou.board Vijay nagar Naranpura,23.060112,72.549009,library,POINT (72.549009 23.060112),23,1302509.0,"Naranpura, Ahmedabad (M.Corp.) Ward No. 9",Naranpura,9
148,Ajit Bhagat Memorial Trust Library,Ajit Bhagat Memorial Trust Kalupur Ward No.2 Doshivada ni pole kalupur,23.028182,72.593716,library,POINT (72.593716 23.028182),30,1302521.0,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",Dariyapur,21
149,"Kavi Shree ManBhatt Premanand Library,Naroda",Opp-Vijay Mill Asarwa MarathiSchool No-1-2 Naroda Road Ahmedabad-380018,23.048756,72.621683,library,POINT (72.621683 23.048756),10,1302522.0,"India colony, Ahmedabad (M.Corp.) Ward No. 22",India colony,22
150,"Surishwar Library,Vasana Branch Libarary",Chandranagar Road Opp-Anjali Char Rasta Vasna Ahmedabad,23.003902,72.554089,library,POINT (72.554089 23.003902),21,1302530.0,"Paldi, Ahmedabad (M.Corp.) Ward No. 30",Paldi,30
151,Atma Science & Technology Library,Opp-Maninagar Tenish Court Bh-Kamla Nehru Udhyan Uttamnagar Maninagar Ahmedabad,22.991631,72.607347,library,POINT (72.607347 22.991631),33,1302537.0,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",Mani Nagar,37
152,Vir Savarkar Muni.Library,Sport Compound Memco Ahmedabad,23.053361,72.632006,library,POINT (72.632006 23.053361),8,1302513.0,"Saijpur Bogha, Ahmedabad (M.Corp.) Ward No. 13",Saijpur Bogha,13
153,Sheth Maneklal Jethalal Sanchalit Library,Opp- Laliteshwar Mahadev Near-New Cotton Circle Ahmedabad-380026,23.006453,72.619803,library,POINT (72.619803 23.006453),35,1302539.0,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",Amraiwadi,39
154,dayanand Sarshwati Muni Library,,23.043754,72.605313,library,POINT (72.605313 23.043754),29,1302515.0,"Asarva, Ahmedabad (M.Corp.) Ward No. 15",Asarwa,15
155,"Narayanbhai Ranchhodbhai Library,Kantodiya",,23.012024,72.596916,library,POINT (72.596916 23.012024),33,1302537.0,"Maninagar, Ahmedabad (M.Corp.) Ward No. 37",Mani Nagar,37
156,RA.B.GI.U Library,,23.031334,72.589348,library,POINT (72.589348 23.031334),30,1302521.0,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",Dariyapur,21
157,Vasantbhai Rami Library,,23.017079,72.520289,library,POINT (72.520289 23.017079),18,1302520.0,"Jodhpur, Ahmedabad (M.Corp.) Ward No. 20",Jodhpur,20
158,"Kavi Dalpatram Library,Relif Road",,23.028567,72.591523,library,POINT (72.591523 23.028567),30,1302521.0,"Dariyapur, Ahmedabad (M.Corp.) Ward No. 21",Dariyapur,21
159,"Kanaiyalal Nathuram Library,Kubernagar",,23.061043,72.629647,library,POINT (72.629647 23.061043),6,1302514.0,"Kubernagar, Ahmedabad (M.Corp.) Ward No. 14",Kuber Nagar,14
160,"MakrantBhai desai Library,Bodakdev",,23.039651,72.520181,library,POINT (72.520181 23.039651),14,1302519.0,"Bodakdev, Ahmedabad (M.Corp.) Ward No. 19",Bodakdev,19
161,Kanaiya lal Maneklal Munsi Library,,23.008615,72.625849,library,POINT (72.625849 23.008615),35,1302539.0,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",Amraiwadi,39
162,Saijpur Library,,23.058453,72.637009,library,POINT (72.637009 23.058453),8,1302513.0,"Saijpur Bogha, Ahmedabad (M.Corp.) Ward No. 13",Saijpur Bogha,13
163,Sola Library,,23.056684,72.53992,library,POINT (72.53992 23.056684),23,1302509.0,"Naranpura, Ahmedabad (M.Corp.) Ward No. 9",Naranpura,9
164,Thakkarbapanagar Library,,23.051071000000004,72.64664500000002,library,POINT (72.64664500000002 23.051071000000004),7,1302523.0,"Thakkarbapa Nagar, Ahmedabad (M.Corp.) Ward No. 23",Thakkarbapa Nagar,23
165,"Chandrakant Library,Vijay Nagar",,23.062249,72.557276,library,POINT (72.557276 23.062249),23,1302509.0,"Naranpura, Ahmedabad (M.Corp.) Ward No. 9",Naranpura,9
166,"Kavi shree Rajendra shah Library,Himmat lal park",,23.027245,72.535835,library,POINT (72.535835 23.027245),22,1302518.0,"Navrangpura, Ahmedabad (M.Corp.) Ward No. 18",Navrangpura,18
167,"sureshBhai Ramkumar Joshi Library,Sarspur",,23.032047,72.61129300000002,library,POINT (72.61129300000002 23.032047),9,1302527.0,"Sarsapur Rakhiyal, Ahmedabad (M.Corp.) Ward No. 27",Saraspur-Rakhiyal,27
168,"Reading room,Amaraywadi",,23.007979,72.627539,library,POINT (72.627539 23.007979),35,1302539.0,"Amraivadi, Ahmedabad (M.Corp.) Ward No. 39",Amraiwadi,39
